상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
19911397,커피빈코리아선릉로93길점,코리아선릉로93길점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100206960042,1,대지,696,42.0,서울특별시 강남구 역삼동 696-42,116804166502,서울특별시 강남구 선릉로93길,6,,1168010100106960042022041,,서울특별시 강남구 선릉로93길 6,135080,6149.0,,1,,127.047883157395,37.505675040057994
20020124,스완카페트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11560,영등포구,1156072000,대림3동,1156013300,대림동,1156013300206040056,1,대지,604,56.0,서울특별시 영등포구 대림동 604-56,115604154302,서울특별시 영등포구 도신로10가길,11,1.0,1156013300106040056037792,,서울특별시 영등포구 도신로10가길 11-1,150070,7379.0,,2,,126.89771043997801,37.5036933368184
20004707,커피빈,코리아교대점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800216570005,1,대지,1657,5.0,서울특별시 서초구 서초동 1657-5,116503121024,서울특별시 서초구 서초중앙로,118,,1165010800116570005024412,카이스시스템빌딩,서울특별시 서초구 서초중앙로 118,137070,6634.0,,1,,127.014217033954,37.492387659064704
19993199,고려대학교교육관쎄리오점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11290,성북구,1129060000,안암동,1129012500,안암동5가,1129012500200010002,1,대지,1,2.0,서울특별시 성북구 안암동5가 1-2,112903005035,서울특별시 성북구 안암로,145,,1129012500100010002039525,고려대학교안암캠퍼스(인문사회계),서울특별시 성북구 안암로 145,136701,2841.0,,1,32,127.031701809695,37.5884849860916
19973708,왕실,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1114012700201050000,1,대지,105,,서울특별시 중구 명동2가 105,111403101001,서울특별시 중구 남대문로,52,13.0,1114012700101050000019781,,서울특별시 중구 남대문로 52-13,100810,4535.0,,1,,126.98241880802901,37.562273608482
20076690,파스쿠찌,디큐브아트센터2호점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11530,구로구,1153051000,신도림동,1153010100,신도림동,1153010100206920000,1,대지,692,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,152706,8209.0,,9,,126.888484621418,37.508058038284105
20659878,커피빈,코리아대학로대명거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111065000,혜화동,1111017200,명륜4가,1111017200200510000,1,대지,51,,서울특별시 종로구 명륜4가 51,111104100032,서울특별시 종로구 대명길,25,,1111017200100510000032165,,서울특별시 종로구 대명길 25,110524,3078.0,,3,,127.000170846364,37.5831492497775
20278754,망고식스,명동페이리스점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1114012700200550016,1,대지,55,16.0,서울특별시 중구 명동2가 55-16,111404103156,서울특별시 중구 명동4길,26,,1114012700100550016019770,,서울특별시 중구 명동4길 26,100810,4536.0,,3,,126.983728102857,37.5625461885785
20676428,요거프레소,쌍문점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11320,도봉구,1132067000,쌍문2동,1132010500,쌍문동,1132010500200200000,1,대지,20,,서울특별시 도봉구 쌍문동 20,113203109001,서울특별시 도봉구 도당로,7,,1132010500100200000006625,,서울특별시 도봉구 도당로 7,132030,1385.0,,1,105,127.034745665547,37.658727723835604
20297445,바빈스커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168065000,역삼2동,1168010100,역삼동,1168010100208040000,1,대지,804,,서울특별시 강남구 역삼동 804,116803122010,서울특별시 강남구 테헤란로,156,,1168010100108040000000002,역삼역,서울특별시 강남구 테헤란로 156,135080,6236.0,E,1,41,127.036602597823,37.50070886806979
20695531,메머드커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012000,서교동,1144012000203270015,1,대지,327,15.0,서울특별시 마포구 서교동 327-15,114403113017,서울특별시 마포구 와우산로,149,,1144012000103270015009846,,서울특별시 마포구 와우산로 149,121836,4052.0,,1,,126.929691877693,37.5545990573133
20516216,카페필로네,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800213660004,1,대지,1366,4.0,서울특별시 서초구 서초동 1366-4,116502000003,서울특별시 서초구 남부순환로,2583,,1165010800113660004000001,양재역1번빌딩,서울특별시 서초구 남부순환로 2583,137070,6735.0,,1,,127.032940495121,37.4847482687652
22652222,아망떼,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,26,부산광역시,26320,북구,2632056000,덕천2동,2632010400,덕천동,2632010400204000011,1,대지,400,11.0,부산광역시 북구 덕천동 400-11,263204196250,부산광역시 북구 덕천1길,13,,2632010400104000011013140,,부산광역시 북구 덕천1길 13,616100,46576.0,,4,3,129.006284771153,35.209860143747
22646116,커피빈,코리아선릉역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100207050019,1,대지,705,19.0,서울특별시 강남구 역삼동 705-19,116803122010,서울특별시 강남구 테헤란로,335,,1168010100107050021022372,MG손해보험빌딩,서울특별시 강남구 테헤란로 335,135080,6150.0,,1,,127.04822290823499,37.5047496908904
23159194,카페크레마,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,26,부산광역시,26710,기장군,2671025600,정관읍,2671025622,정관읍,2671025622107190001,1,대지,719,1.0,부산광역시 기장군 정관읍 매학리 719-1,267103140044,부산광역시 기장군 정관읍 정관6로,5,20.0,2671032022107190001000001,미래안전통상가,부산광역시 기장군 정관읍 정관6로 5-20,619963,46017.0,,,,129.175380183702,35.320502511030895
23177970,대치휴게소,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600209310025,1,대지,931,25.0,서울특별시 강남구 대치동 931-25,116803122005,서울특별시 강남구 삼성로,319,,1168010600109310025013485,,서울특별시 강남구 삼성로 319,135280,6203.0,,1,,127.05971309691799,37.5003274192559
23255127,악스카페테리아,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11215,광진구,1121581000,광장동,1121510400,광장동,1121510400203190033,1,대지,319,33.0,서울특별시 광진구 광장동 319-33,112153016054,서울특별시 광진구 구천면로,20,,1121510400103190033010709,광진구공연장,서울특별시 광진구 구천면로 20,143807,4970.0,,1,,127.107951436124,37.5457183340134
23509589,Cafe문달,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11650,서초구,1165060000,방배1동,1165010100,방배동,1165010100209270035,1,대지,927,35.0,서울특별시 서초구 방배동 927-35,116504163255,서울특별시 서초구 방배로19길,25,,1165010100109270035014757,,서울특별시 서초구 방배로19길 25,137060,6682.0,,1,,126.993669214693,37.4848347786317
23390038,아우르미카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,26,부산광역시,26290,남구,2629071000,문현4동,2629010900,문현동,2629010900203530001,1,대지,353,1.0,부산광역시 남구 문현동 353-1,262903131035,부산광역시 남구 지게골로,56,,2629010900103530001032189,,부산광역시 남구 지게골로 56,608040,48465.0,,,,129.07092245155002,35.1356261427911
25519702,urbantable,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111065000,혜화동,1111017200,명륜4가,1111017200201880014,1,대지,188,14.0,서울특별시 종로구 명륜4가 188-14,111103005008,서울특별시 종로구 창경궁로,240,7.0,1111017200101880014000001,인설빌딩,서울특별시 종로구 창경궁로 240-7,110524,3079.0,,1,,126.999026012873,37.582400693799
25237393,CARIBOUCOFFEE,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11410,서대문구,1141058500,신촌동,1141011200,대현동,1141011200200600007,1,대지,60,7.0,서울특별시 서대문구 대현동 60-7,114104136321,서울특별시 서대문구 이화여대8길,3,,1141011200100600007023642,연화프라자,서울특별시 서대문구 이화여대8길 3,120808,3764.0,,1,,126.94605385081199,37.5588640039904
25323606,더함,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11380,은평구,1138053000,불광2동,1138010300,불광동,1138010300200920005,1,대지,92,5.0,서울특별시 은평구 불광동 92-5,113804133176,서울특별시 은평구 연서로41길,13,3.0,1138010300100920005035062,부림교회,서울특별시 은평구 연서로41길 13-3,122040,3343.0,,1,,126.927595808978,37.625779756982396
19976038,스타벅스,이태원점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11170,용산구,1117065000,이태원1동,1117013000,이태원동,1117013000201270006,1,대지,127,6.0,서울특별시 용산구 이태원동 127-6,111703102009,서울특별시 용산구 이태원로,188,,1117013000101270029009542,,서울특별시 용산구 이태원로 188,140200,4406.0,,,29,126.99478127566401,37.5343029422413
25525010,MUNCHBEANS,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11530,구로구,1153054000,구로3동,1153010200,구로동,1153010200201840001,1,대지,184,1.0,서울특별시 구로구 구로동 184-1,115304148340,서울특별시 구로구 디지털로33길,12,,1153010200101840001022954,우림이비지센터2차,서울특별시 구로구 디지털로33길 12,152769,8377.0,,1,,126.89614202783501,37.4865407988684
19989154,카페드림,역삼문화센터점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100208290020,1,대지,829,20.0,서울특별시 강남구 역삼동 829-20,116804166663,서울특별시 강남구 역삼로7길,16,,1168010100108290020000001,역삼1문화센터,서울특별시 강남구 역삼로7길 16,135080,6244.0,,2,,127.033357964264,37.4953481127938
25458183,chosecoffee,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168072000,일원본동,1168011500,수서동,1168011500207470000,1,대지,747,,서울특별시 강남구 수서동 747,116804166074,서울특별시 강남구 광평로31길,27,,1168011500107470000001598,삼성아파트,서울특별시 강남구 광평로31길 27,135521,6354.0,,2,,127.089758700276,37.484830244456205
25423991,엘본그랑카페,현대목동점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11470,양천구,1147051000,목1동,1147010200,목동,1147010200209160000,1,대지,916,,서울특별시 양천구 목동 916,114703114001,서울특별시 양천구 목동동로,257,,1147010200109160000021253,하이페리온,서울특별시 양천구 목동동로 257,158724,7998.0,,6,,126.874681763736,37.527146542209294
25581578,슬로우스텝,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111064000,이화동,1111016800,동숭동,1111016800200010076,1,대지,1,76.0,서울특별시 종로구 동숭동 1-76,111104100043,서울특별시 종로구 대학로8가길,89,,1111016800100010076010340,,서울특별시 종로구 대학로8가길 89,110809,3086.0,,3,,127.003513946227,37.582069239560106
25582255,하드록카페부산,부산점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,26,부산광역시,26350,해운대구,2635053000,중1동,2635010600,중동,2635053000211280078,1,대지,1128,78.0,부산광역시 해운대구 중동 1128-78,263504199300,부산광역시 해운대구 해운대해변로298번길,13,,2635010600114010004029572,신한은행,부산광역시 해운대구 해운대해변로298번길 13,612010,48099.0,,,7,129.16503163418002,35.1615019773597
20252078,커피볶는집시다모,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11380,은평구,1138058000,응암1동,1138010700,응암동,1138010700201040010,1,대지,104,10.0,서울특별시 은평구 응암동 104-10,113803005055,서울특별시 은평구 응암로,302,1.0,1138010700101040010024824,,서울특별시 은평구 응암로 302-1,122010,3464.0,,1,,126.921048245303,37.5983197298652
20648554,Coffeeis...커피이즈,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162061500,중앙동,1162010100,봉천동,1162010100200410739,1,대지,41,739.0,서울특별시 관악구 봉천동 41-739,116203120009,서울특별시 관악구 은천로,172,1.0,1162010100100410739040640,,서울특별시 관악구 은천로 172-1,151050,8744.0,,1,,126.954329188535,37.4857996632634
20378019,심포니커피숍,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144060000,대흥동,1144010800,대흥동,1144010800200120002,1,대지,12,2.0,서울특별시 마포구 대흥동 12-2,114403113004,서울특별시 마포구 대흥로,193,,1144010800100120002004386,,서울특별시 마포구 대흥로 193,121808,4104.0,,2,,126.94569279339899,37.5563739088644
20395194,삼성에버랜드검찰청웰스토리카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800217240000,1,대지,1724,,서울특별시 서초구 서초동 1724,116502121003,서울특별시 서초구 반포대로,158,,1165010800117240000021957,서울중앙지방검찰청,서울특별시 서초구 반포대로 158,137740,6594.0,,2,,127.00804269016399,37.4949490343515
20687753,세움카페지점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11320,도봉구,1132069000,방학1동,1132010600,방학동,1132010600207200000,1,대지,720,,서울특별시 도봉구 방학동 720,113203109006,서울특별시 도봉구 마들로,656,,1132010600107200000004091,도봉구청,서울특별시 도봉구 마들로 656,132701,1331.0,,1,,127.04710780499398,37.6687035438169
20284804,아라바카뜰,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100208300061,1,대지,830,61.0,서울특별시 강남구 역삼동 830-61,116804166651,서울특별시 강남구 역삼로5길,12,1.0,1168010100108300061000001,,서울특별시 강남구 역삼로5길 12-1,135080,6243.0,,1,,127.03236904913099,37.494862457122395
22563400,전광수커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11200,성동구,1120066000,성수1가2동,1120011400,성수동1가,1120011400200130164,1,대지,13,164.0,서울특별시 성동구 성수동1가 13-164,112003103004,서울특별시 성동구 성수일로,77,,1120011400100130169008126,서울숲IT밸리,서울특별시 성동구 성수일로 77,133110,4790.0,,2,,127.05027396373501,37.5472778590865
22523782,토프레소,은평구청점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11380,은평구,1138051000,녹번동,1138010200,녹번동,1138010200202040000,1,대지,204,,서울특별시 은평구 녹번동 204,113803111007,서울특별시 은평구 은평로,193,1.0,1138010200101950000043033,,서울특별시 은평구 은평로 193-1,122835,3384.0,,1,,126.928877816383,37.601959138902004
25455353,싱,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11710,송파구,1171062000,가락본동,1171010700,가락동,1171010700200800000,1,대지,80,,서울특별시 송파구 가락동 80,117104169333,서울특별시 송파구 송파대로28길,27,,1171010700100800000027690,송파성원쌍떼빌,서울특별시 송파구 송파대로28길 27,138956,5718.0,,1,,127.120080194832,37.494881541292294
25480691,상록수커피숍,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,26,부산광역시,26530,사상구,2653062000,괘법동,2653010400,괘법동,2653010400205160052,1,대지,516,52.0,부산광역시 사상구 괘법동 516-52,265303132023,부산광역시 사상구 사상로,251,,2653010400105160052014367,올리비아로렌,부산광역시 사상구 사상로 251,617808,46963.0,,2,,128.982037706901,35.1672339550443
25445543,빌리엔젤마리오아울렛,마리오아울렛,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11545,금천구,1154551000,가산동,1154510100,가산동,1154510100200600020,1,대지,60,20.0,서울특별시 금천구 가산동 60-20,115453116013,서울특별시 금천구 벚꽃로,266,,1154510100100600020014060,마리오아울렛3,서울특별시 금천구 벚꽃로 266,153717,8511.0,,1,,126.88506813730899,37.47843551394
25435527,이디야커피,신길역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11560,영등포구,1156063000,신길1동,1156013200,신길동,1156013200200590002,1,대지,59,2.0,서울특별시 영등포구 신길동 59-2,115603118022,서울특별시 영등포구 영등포로,353,,1156013200100590002019075,엔씨티오피스텔,서울특별시 영등포구 영등포로 353,150050,7318.0,,1,,126.918061930143,37.5151175359347
19921902,커피빈코리아강남역먹자골목점,코리아강남역먹자골목점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100208160006,1,대지,816,6.0,서울특별시 강남구 역삼동 816-6,116804166722,서울특별시 강남구 테헤란로1길,29,,1168010100108160006023695,,서울특별시 강남구 테헤란로1길 29,135080,6129.0,,1,,127.027279995112,37.500100847200606
25337952,리버스로스터,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11470,양천구,1147058000,신월3동,1147010300,신월동,1147010300200470002,1,대지,47,2.0,서울특별시 양천구 신월동 47-2,114703000009,서울특별시 양천구 가로공원로,71,,1147010300100470002011515,,서울특별시 양천구 가로공원로 71,158090,7909.0,,1,,126.82394628601999,37.5354372768401
25376519,캣카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111061500,종로1.2.3.4가동,1111013600,인사동,1111013600201470000,1,대지,147,,서울특별시 종로구 인사동 147,111104100259,서울특별시 종로구 인사동길,11,1.0,1111013600101470000017246,,서울특별시 종로구 인사동길 11-1,110290,3164.0,,3,,126.98665828986499,37.5718430973139
25344823,placeJ,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11215,광진구,1121578000,능동,1121510200,능동,1121510200202830015,1,대지,283,15.0,서울특별시 광진구 능동 283-15,112153104007,서울특별시 광진구 능동로,268,,1121510200102830015006492,동산빌딩,서울특별시 광진구 능동로 268,143847,4990.0,,1,,127.078021110834,37.553832161317395
19940228,투썸플레이스충정로역,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11410,서대문구,1141056500,충현동,1141010200,충정로3가,1141010200200630001,1,대지,63,1.0,서울특별시 서대문구 충정로3가 63-1,114103112011,서울특별시 서대문구 충정로,13,,1141010200100630001030846,삼창빌딩,서울특별시 서대문구 충정로 13,120837,3737.0,,1,,126.96260047161199,37.560560346845705
25594578,남구지역자활센터오륙도휴카페,2호점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,26,부산광역시,26290,남구,2629053000,대연3동,2629010600,대연동,2629010600202450170,1,대지,245,170.0,부산광역시 남구 대연동 245-170,262904193469,부산광역시 남구 황령대로319번가길,147,,2629010600102450170000530,,부산광역시 남구 황령대로319번가길 147,608020,48427.0,,,,129.089054267965,35.1524557803561
19903632,커피빈,코리아현대자동차여의도점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11560,영등포구,1156054000,여의동,1156011000,여의도동,1156011000200240001,1,대지,24,1.0,서울특별시 영등포구 여의도동 24-1,115603118002,서울특별시 영등포구 국제금융로,20,,1156011000100240001031226,율촌빌딩,서울특별시 영등포구 국제금융로 20,150877,7327.0,,1,,126.92727701435699,37.524878809187605
25589027,쥬씨,광진구청점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11215,광진구,1121585000,구의1동,1121510300,구의동,1121510300202520125,1,대지,252,125.0,서울특별시 광진구 구의동 252-125,112154112337,서울특별시 광진구 아차산로49길,36,,1121510300102520125009617,,서울특별시 광진구 아차산로49길 36,143200,5043.0,,1,,127.084388474023,37.5384737240544
19964527,정원,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11170,용산구,1117062500,한강로동,1117012500,한강로2가,1117012500200110016,1,대지,11,16.0,서울특별시 용산구 한강로2가 11-16,111703101023,서울특별시 용산구 청파로,139,4.0,1117012300100050016000286,,서울특별시 용산구 청파로 139-4,140012,4370.0,,,,126.96681476105499,37.534052561679
19968455,커피빈,코리아신촌현대백화점점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11410,서대문구,1141058500,신촌동,1141011600,창천동,1141011600200300033,1,대지,30,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83,,1141011600100300033022842,현대백화점신촌점,서울특별시 서대문구 신촌로 83,120706,3789.0,,2,,126.93582782049101,37.556069154454
19966750,무지개,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11230,동대문구,1123065000,장안1동,1123010600,장안동,1123010600202160032,1,대지,216,32.0,서울특별시 동대문구 장안동 216-32,112304115598,서울특별시 동대문구 한천로10길,32,,1123010600102160032017683,,서울특별시 동대문구 한천로10길 32,130100,2630.0,,1,,127.06299457997,37.5662114085878
19979110,티마인드,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700206590013,1,대지,659,13.0,서울특별시 강남구 신사동 659-13,116804166527,서울특별시 강남구 압구정로50길,18,,1168010700106590013009835,,서울특별시 강남구 압구정로50길 18,135897,6018.0,,5,,127.037709927511,37.5272178772065
19983802,탐앤탐스커피숍,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114055000,명동,1114012400,충무로1가,1114055000200250010,1,대지,25,10.0,서울특별시 중구 충무로1가 25-10,111404103162,서울특별시 중구 명동8나길,51,,1114012400100250010019985,,서울특별시 중구 명동8나길 51,100011,4535.0,,,,126.982061630144,37.5610721429038
19998503,COFFEEN,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111053000,사직동,1111011400,내자동,1111011400201250003,1,대지,125,3.0,서울특별시 종로구 내자동 125-3,111104100124,서울특별시 종로구 사직로12길,2,,1111011400101250003028687,,서울특별시 종로구 사직로12길 2,110053,3169.0,,1,,126.971049896735,37.5757807827993
19999526,할리스커피청계1가점,청계1가점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111061500,종로1.2.3.4가동,1111013500,관철동,1111013500201560001,1,대지,156,1.0,서울특별시 종로구 관철동 156-1,111103100021,서울특별시 종로구 청계천로,65,,1111013500101580000014848,,서울특별시 종로구 청계천로 65,110111,3189.0,,1,,126.984752378748,37.5688082330176
20007915,코코브루니,홍대점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11440,마포구,1144066000,서교동,1144012100,동교동,1144012100201650003,1,대지,165,3.0,서울특별시 마포구 동교동 165-3,114404139620,서울특별시 마포구 홍익로6길,57,,1144012100101650003011784,금강빌딩,서울특별시 마포구 홍익로6길 57,121817,4050.0,,1,,126.924366086819,37.5566230473601
20008362,아사녀,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111061500,종로1.2.3.4가동,1111015500,관수동,1111015500200040001,1,대지,4,1.0,서울특별시 종로구 관수동 4-1,111103005006,서울특별시 종로구 수표로,93,1.0,1111015500100040001016426,금용빌딩,서울특별시 종로구 수표로 93-1,110420,3191.0,,1,,126.989224570524,37.569585463108
19963855,카페플래닝스쿨,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11215,광진구,1121585000,구의1동,1121510300,구의동,1121510300202520015,1,대지,252,15.0,서울특별시 광진구 구의동 252-15,112153104010,서울특별시 광진구 자양로,124,,1121510300102520015024540,,서울특별시 광진구 자양로 124,143200,5043.0,,2,,127.083525054102,37.5387553631958
20006623,연미,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11545,금천구,1154569000,시흥3동,1154510300,시흥동,1154510300209660000,1,대지,966,,서울특별시 금천구 시흥동 966,115452005010,서울특별시 금천구 시흥대로,46,,1154510300109620006017247,중앙철재종합상가,서울특별시 금천구 시흥대로 46,153756,8654.0,,1,,126.903763212521,37.437765771936995
19998122,이호다방,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111063000,종로5.6가동,1111016300,종로5가,1111016300200890002,1,대지,89,2.0,서울특별시 종로구 종로5가 89-2,111104100323,서울특별시 종로구 종로33길,3,,1111016300100890002013083,,서울특별시 종로구 종로33길 3,110835,3129.0,,3,,127.001336645037,37.5713104229114
19997266,동호,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11110,종로구,1111063000,종로5.6가동,1111016200,효제동,1111016200201910000,1,대지,191,,서울특별시 종로구 효제동 191,111104100326,서울특별시 종로구 종로35길,8,,1111016200101910000013364,백제한의원,서울특별시 종로구 종로35길 8,110850,3126.0,,2,,127.00402794100401,37.5715313888967
