상호명,도로명주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,경도,위도
동화장,"서울특별시 동작구 여의대방로24길 137, (대방동)",음식,중식,중국음식/중국집,중식 음식점업,대방동,126.92765537112801,37.4992294723946
우림,"서울특별시 동작구 동작대로7길 28, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당1동,126.980242177491,37.4794034273439
포마토김밥,"서울특별시 동작구 만양로14가길 22, (노량진동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,노량진1동,126.94509899536999,37.5125688674931
제2노량진메가스터디입시학원,"서울특별시 동작구 노량진로32길 72-3, (본동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,노량진1동,126.956489882643,37.5109220201745
씨티빌고시원,"서울특별시 동작구 상도로15길 106, (상도동)",학문/교육,도서관/독서실,고시원,독서실 운영업,상도2동,126.936674368689,37.5044289538206
미화꽃집,"서울특별시 동작구 국사봉2바길 41, (신대방동)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,신대방2동,126.929591391826,37.494327308431004
보라매공원주차장,"서울특별시 동작구 보라매로5길 28, (신대방동)",생활서비스,자동차/이륜차,주차장운영,주차장 운영업,신대방2동,126.922643189877,37.4938676847761
귀뚜라미보일러사당동에이에스전문점,"서울특별시 동작구 솔밭로 100, (사당동)",소매,철물/난방/건설자재소매,보일러/냉난방용품,철물 및 난방용구 소매업,사당5동,126.96788493758999,37.4851079188091
동아영상,"서울특별시 동작구 현충로 210, (동작동)",소매,기타판매업,음반/테이프/CD,음반 및 비디오물 소매업,사당2동,126.97839263768101,37.4998143189733
대흥인쇄사,"서울특별시 동작구 사당로 284, (사당동)",생활서비스,광고/인쇄,인쇄종합,기타 인쇄업,사당1동,126.97916024532101,37.4841336289601
리안헤어,"서울특별시 동작구 사당로 300, (사당동, 이수자이)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당1동,126.980908852661,37.484428051670704
가운디앤씨,"서울특별시 동작구 노량진로8길 3, (노량진동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,노량진2동,126.936474674796,37.5129240286664
뷰티플렉스,"서울특별시 동작구 동작대로 115, (사당동)",소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,사당2동,126.981644631931,37.48686724114471
고려한백인터내셔날,"서울특별시 동작구 동작대로29길 119, (사당동, 극동아파트)",소매,건강/미용식품,건강식품판매,건강보조식품 소매업,사당2동,126.976088353931,37.4880086068165
산천칡냉면,"서울특별시 동작구 사당로14가길 18, (사당동)",음식,한식,냉면집,한식 음식점업,사당4동,126.971480649389,37.4842832760932
대림김밥,"서울특별시 동작구 여의대방로 250, (대방동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,대방동,126.924499433972,37.5087338553304
신대방부대고기,"서울특별시 동작구 국사봉2길 22, (신대방동)",음식,한식,한식/백반/한정식,한식 음식점업,신대방2동,126.928400964223,37.4977044571201
진미닭갈비,"서울특별시 동작구 장승배기로10길 8, (상도동)",음식,닭/오리요리,닭갈비전문,한식 음식점업,상도2동,126.93969532681601,37.50434798392929
Bloom,"서울특별시 동작구 흑석로 97-1, (흑석동)",음식,양식,정통양식/경양식,서양식 음식점업,흑석동,126.96036975715201,37.507649385339604
한솥,"서울특별시 동작구 보라매로5길 23, (신대방동, 삼성보라매옴니타워)",음식,패스트푸드,도시락전문점,한식 음식점업,신대방2동,126.923611732654,37.49256999382679
중앙대학교법학관식당,"서울특별시 동작구 흑석로 84, (흑석동)",음식,기타음식업,구내식당/자급식음식점,기관구내식당업,흑석동,126.953838046904,37.5047984647821
후니드브로드카페,"서울특별시 동작구 여의대방로 74, (신대방동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,신대방2동,126.914475734007,37.49639694289429
쉬어가는모퉁이커피한잔,"서울특별시 동작구 상도로55길 1, (상도동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도1동,126.95341217171499,37.4972258775655
소문난떡볶이,"서울특별시 동작구 상도로 249, (상도동)",음식,분식,떡볶이전문,분식 및 김밥 전문점,상도2동,126.94671273321899,37.504789206461204
손칼국수,"서울특별시 동작구 사당로 32, (상도동)",음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,상도1동,126.957831612103,37.4949582603648
친한친구,"서울특별시 동작구 여의대방로24길 134, (신대방동)",음식,유흥주점,룸살롱/단란주점,일반유흥 주점업,신대방2동,126.927431532805,37.4990652516271
피자스쿨장승배기,"서울특별시 동작구 상도로 199, (상도동)",음식,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",상도2동,126.940643709823,37.5052665514511
토담골민속주점,"서울특별시 동작구 사당로29가길 5, (사당동)",음식,유흥주점,민속주점,기타 주점업,사당3동,126.97905238936,37.4854121931999
농산물할인매장,"서울특별시 동작구 여의대방로 192, (대방동)",소매,음/식료품소매,청과물소매,과실 및 채소 소매업,대방동,126.922215878405,37.5039284852776
테마노래방,"서울특별시 동작구 장승배기로 135, (노량진동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,노량진2동,126.939959552747,37.5096575249215
리빙캐슬,"서울특별시 동작구 노량진로 92, (노량진동)",학문/교육,도서관/독서실,고시원,독서실 운영업,노량진2동,126.936009430173,37.5130279640826
보라매노래방,"서울특별시 동작구 여의대방로 86-1, (신대방동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,신대방2동,126.91632559535,37.496729293727796
랭콘잉글리쉬,"서울특별시 동작구 상도로31길 19, (상도동, 상도이수브라운스톤아파트)",학문/교육,학원-어학,학원-어린이영어,외국어학원,상도2동,126.94452089480801,37.506229339369796
고운피부,"서울특별시 동작구 여의대방로 130-1, (대방동)",생활서비스,이/미용/건강,비만/피부관리,,대방동,126.920573111719,37.498624339892004
롯데리아성대시장점,"서울특별시 동작구 상도로 102, (상도동)",음식,패스트푸드,패스트푸드,그외 기타 음식점업,상도3동,126.931761952017,37.499933455496205
현대자동차,"서울특별시 동작구 상도로 218, (상도동)",소매,자동차/자동차용품,자동차판매,자동차 신품 판매업,상도2동,126.942897984528,37.5050164327835
한결공인중개사무소,"서울특별시 동작구 성대로 186, (상도동, 금강그린빌)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도4동,126.94051185187,37.499390534624
지혜마당본동1호점,"서울특별시 동작구 노량진로 252, (본동)",생활서비스,물품기기대여,도서/만화대여,서적 임대업,노량진1동,126.95469552831499,37.5122487153532
THE영재,"서울특별시 동작구 노량진로26길 31, (본동)",생활서비스,기타서비스업,사업경영상담,경영컨설팅업,노량진1동,126.954924613011,37.5112325584225
제일직업안내소,"서울특별시 동작구 노량진로23가길 23, (본동, 래미안트윈파크)",생활서비스,인력/고용/용역알선,가사도우미알선,고용알선업,노량진1동,126.951819368072,37.5132774519397
은혜번역통역,"서울특별시 동작구 사당로27길 205, (사당동)",생활서비스,개인서비스,번역/통역서비스,번역 및 통역서비스업,사당3동,126.971014011077,37.4911001813947
반석공인중개사,"서울특별시 동작구 노량진로 40, (대방동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,대방동,126.930252256485,37.5130029928614
엘지전자노량진센타,"서울특별시 동작구 현충로 75, (흑석동)",소매,가전제품소매,일반가전제품,가전제품 소매업,흑석동,126.963720099035,37.509931448467896
튼튼영어동노량진,"서울특별시 동작구 만양로 16, (상도동)",학문/교육,학문교육기타,학습지보급,방문 교육 학원,상도2동,126.94743009671001,37.5060570685447
굿모닝부동산,"서울특별시 동작구 사당로23길 185, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당3동,126.97068469700399,37.4903764708406
현대부동산,"서울특별시 동작구 양녕로 189, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도4동,126.94341227009599,37.49821811786221
진명공인중개사사무소,"서울특별시 동작구 남부순환로269길 38, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.977242014095,37.4780349236411
이소영탁구교실,"서울특별시 동작구 상도로15길 98, (상도동)",관광/여가/오락,PC/오락/당구/볼링등,탁구장,그외 기타 스포츠시설 운영업,상도2동,126.93615646902501,37.5042621020229
열쇠24시,"서울특별시 동작구 사당로23바길 30, (사당동)",소매,철물/난방/건설자재소매,열쇠판매/수리,철물 및 난방용구 소매업,사당3동,126.969722264786,37.4904671971596
울트라모던2노래연습장,"서울특별시 동작구 흑석로 81-5, (흑석동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,흑석동,126.95851023443399,37.5071644586359
큰솔고시원,"서울특별시 동작구 사당로 253-4, (사당동)",학문/교육,도서관/독서실,고시원,독서실 운영업,사당3동,126.976124025674,37.4837379233297
신우냉방,"서울특별시 동작구 여의대방로44길 47, (대방동, 대방주공아파트)",소매,철물/난방/건설자재소매,보일러/냉난방용품,철물 및 난방용구 소매업,대방동,126.930409455935,37.509913828520396
대양익스프레스,"서울특별시 동작구 사당로23길 190-13, (사당동)",생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,사당3동,126.971346110083,37.4907967157939
비포,"서울특별시 동작구 남부순환로261길 28, (사당동, 월드맨숀)",생활서비스,광고/인쇄,광고물제작,간판 및 광고물 제조업,사당1동,126.973578774025,37.4772102288795
삼호용달이사,"서울특별시 동작구 사당로23길 30-13, (사당동)",생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,사당3동,126.97672212539699,37.4854821384041
이롬황성주생식동작사당지점,"서울특별시 동작구 사당로2자길 2-12, (사당동)",소매,건강/미용식품,건강식품판매,건강보조식품 소매업,사당5동,126.964226717252,37.489635227727604
TOPSPORTS,서울특별시 동작구 성대로17길 11,소매,운동/경기용품소매,운동/경기용품,운동 및 경기용품 소매업,상도4동,126.936104628653,37.4983507602021
한길서적,"서울특별시 동작구 사당로 226, (사당동)",소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,사당4동,126.972768444054,37.4835466058082
큰학원,"서울특별시 동작구 만양로 12, (상도동)",학문/교육,학원기타,학원(종합),일반 교과 학원,상도2동,126.94719716260299,37.5057306152998
선창상회,"서울특별시 동작구 노들로 688, (노량진동)",소매,음/식료품소매,수산물소매,수산물 소매업,노량진1동,126.944510421835,37.5150054461214
구평회임용고시학원,"서울특별시 동작구 노량진로 196, (노량진동)",학문/교육,학원-자격/국가고시,학원/국가고시,기타 일반 교습학원,노량진1동,126.94749089127599,37.513004687641704
성가피아노학원,"서울특별시 동작구 여의대방로 28, (신대방동, 현대아파트)",학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,신대방1동,126.91167626950799,37.4952628970615
삼화페인트,"서울특별시 동작구 상도로15길 73, (상도동)",소매,페인트/유리제품소매,페인트/유리제품소매,"페인트, 유리 및 기타 건설자재 소매업",상도2동,126.935190575888,37.5037848542216
참좋은명품알뜰매장,"서울특별시 동작구 등용로 112-1, (대방동)",소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,대방동,126.932155644036,37.5112001034527
선업독서실,"서울특별시 동작구 장승배기로19라길 44, (노량진동)",학문/교육,도서관/독서실,독서실,독서실 운영업,노량진2동,126.93578695208099,37.507187177270104
은혜피아노,"서울특별시 동작구 국사봉7길 23, (상도동)",학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,상도3동,126.93153652887699,37.497498587032794
민족생활교육관,"서울특별시 동작구 동작대로35다길 38, (사당동)",학문/교육,학원기타,학원(종합),일반 교과 학원,사당2동,126.97853038477601,37.4921926105094
비씨팔백,"서울특별시 동작구 상도로 231, (상도동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도2동,126.944486694746,37.5054451220309
상주상회,"서울특별시 동작구 노들로 688, (노량진동)",소매,음/식료품소매,수산물소매,수산물 소매업,노량진1동,126.944510421835,37.5150054461214
준플라워꽃집,"서울특별시 동작구 상도로24길 14, (상도동, 강남빌라)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,상도2동,126.938028578242,37.5030445124936
7번출구부동산,"서울특별시 동작구 남부순환로 2033, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.974740966816,37.476553539072206
스카이정수기,"서울특별시 동작구 노량진로30길 56, (본동)",소매,가정/주방/인테리어,정수기연수기,가전제품 소매업,노량진1동,126.95680454986,37.5110689674393
씨채널서독안경,"서울특별시 동작구 양녕로 195, (상도동)",소매,사진/광학/정밀기기소매,안경원,안경 소매업,상도4동,126.943664480888,37.4987790238385
이찬진컴퓨터교실,"서울특별시 동작구 대방동3길 12, (대방동)",학문/교육,학원-컴퓨터,컴퓨터학원,컴퓨터 학원,대방동,126.92685858308,37.501168499082205
CU상도삼성점,"서울특별시 동작구 등용로 38, (상도동, 상도동래미안1차)",소매,종합소매점,편의점,체인화 편의점,상도2동,126.935213210011,37.506172833844296
블랙박스아카데미텔,"서울특별시 동작구 만양로11길 8, (노량진동)",학문/교육,도서관/독서실,고시원,독서실 운영업,노량진1동,126.945831573927,37.508736946341706
홍익미술나라,"서울특별시 동작구 동작대로29길 119, (사당동, 극동아파트)",학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,사당2동,126.976088353931,37.4880086068165
김용균보습학원,"서울특별시 동작구 동작대로29나길 9, (사당동)",학문/교육,학원기타,학원(종합),일반 교과 학원,사당2동,126.98042425337299,37.4884696009842
시장얼음,"서울특별시 동작구 노들로2길 9-1, (노량진동)",소매,음/식료품소매,얼음가게,음료 소매업,노량진2동,126.939225732999,37.5143544004795
도시가스배관공사,"서울특별시 동작구 장승배기로 47-1, (상도동)",생활서비스,주택수리,가스설비,배관 및 냉·난방 공사업,상도2동,126.94031559732599,37.5020738985168
온누리자동차공업사,"서울특별시 동작구 여의대방로24마길 6, (대방동)",생활서비스,자동차/이륜차,자동차정비/카센타,,대방동,126.924121948003,37.4987828617511
소망전파사,"서울특별시 동작구 대방동15길 16-1, (대방동)",생활서비스,개인/가정용품수리,가전제품수리,가전제품 수리업,대방동,126.92371153071998,37.5029509712215
한양복점,"서울특별시 동작구 노량진로6길 20-6, (노량진동)",소매,의복의류,맞춤양복/양복점,남녀용 정장 소매업,노량진2동,126.935533080501,37.512320855933396
이사돌익스프레스,"서울특별시 동작구 남부순환로255가길 5, (사당동, 금현골든빌)",생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,사당1동,126.971482883432,37.4766964228933
국제공인중개사사무소,"서울특별시 동작구 여의대방로 22, (신대방동, 우성1차)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,신대방1동,126.91179346089599,37.491083117040404
컴사랑컴퓨터수리점,"서울특별시 동작구 서달로6길 12, (흑석동)",생활서비스,개인/가정용품수리,컴퓨터수리,컴퓨터 및 사무용 기기 수리업,흑석동,126.961490991341,37.503460358937105
리스본렌트카,"서울특별시 동작구 상도로 249, (상도동)",생활서비스,물품기기대여,렌트카,자동차 임대업,상도2동,126.94671273321899,37.504789206461204
국민트랜스동작점,"서울특별시 동작구 사당로23바길 9, (사당동, 삼성래미안아파트)",생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,사당3동,126.969168814502,37.489597359156
신나는피아노,"서울특별시 동작구 양녕로 189, (상도동)",학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,상도4동,126.94341227009599,37.49821811786221
우리동네,"서울특별시 동작구 장승배기로 101, (노량진동)",소매,종합소매점,생활용품판매,그외 기타 종합 소매업,노량진2동,126.93953766881201,37.506698302975
대성쎌틱가스보일러,"서울특별시 동작구 장승배기로 15, (상도동)",생활서비스,주택수리,배관난방보일러,배관 및 냉·난방 공사업,상도4동,126.94271169866501,37.499779674615795
태백산수음료,"서울특별시 동작구 성대로12가길 42, (상도동, 그랜드타운)",소매,음/식료품소매,생수판매,음료 소매업,상도4동,126.93769484263399,37.4962656278579
총신자동차공업사,"서울특별시 동작구 사당로2가길 161, (사당동)",생활서비스,자동차/이륜차,자동차정비/카센타,,사당5동,126.96497756317301,37.4876685043186
천지상사,"서울특별시 동작구 동작대로41길 20, (동작동, 라인맨션)",소매,음/식료품소매,식자재판매,기타 식료품 소매업,사당2동,126.980833930917,37.4966006308197
GS25노량제일,"서울특별시 동작구 노량진로 148-3, (노량진동)",소매,종합소매점,편의점,체인화 편의점,노량진1동,126.942372525222,37.5134004795837
eq영어,"서울특별시 동작구 여의대방로36길 10, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.923093030673,37.5042788831513
수복,"서울특별시 동작구 상도로19길 1, (상도동)",생활서비스,이/미용/건강,여성미용실,두발미용업,상도3동,126.93461955532801,37.5025813120776
미소인독서실,"서울특별시 동작구 장승배기로 169, (노량진동)",학문/교육,도서관/독서실,독서실,독서실 운영업,노량진2동,126.939995271988,37.5127304151855
모범,"서울특별시 동작구 양녕로26가길 4, (상도동)",생활서비스,이/미용/건강,남성미용실,이용업,상도4동,126.94458027106701,37.4979942863488
오투헤어,"서울특별시 동작구 보라매로3길 29, 1동  (신대방동, 해태보라매타워)",생활서비스,이/미용/건강,여성미용실,두발미용업,신대방2동,126.92483028013001,37.491184465166604
모란헤어샵,"서울특별시 동작구 사당로12길 30, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당5동,126.970031848355,37.483567833094
시민이용원,"서울특별시 동작구 사당로20길 8, (사당동)",생활서비스,이/미용/건강,남성미용실,이용업,사당4동,126.975560103773,37.48280494964921
세탁을위한사람들,"서울특별시 동작구 사당로14길 30, (사당동)",생활서비스,이/미용/건강,남성미용실,이용업,사당4동,126.97113628417401,37.483009792587794
청수탕,"서울특별시 동작구 노량진로6길 53, (노량진동)",생활서비스,대중목욕탕/휴게,욕탕업-종합,욕탕업,노량진2동,126.936144725376,37.5106684410994
아리따움이수,"서울특별시 동작구 동작대로29길 25, (사당동)",소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,사당2동,126.98052143943899,37.4879748603794
e끌림헤어,"서울특별시 동작구 등용로14길 84, (노량진동)",생활서비스,이/미용/건강,여성미용실,두발미용업,노량진2동,126.936070200729,37.5127311662313
BHC치킨,"서울특별시 동작구 만양로 110, (노량진동)",음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,노량진1동,126.94442295161801,37.513184550001796
테이크아웃커피전문점,서울특별시 동작구 보라매로19길 5-1,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,신대방2동,126.927432112834,37.497443370864794
보라매세탁소,"서울특별시 동작구 보라매로3길 29, 1동  (신대방동, 해태보라매타워)",생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,신대방2동,126.92483028013001,37.491184465166604
설빙,"서울특별시 동작구 보라매로3길 29, 1동  (신대방동, 해태보라매타워)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,신대방2동,126.92483028013001,37.491184465166604
마이더스,"서울특별시 동작구 성대로6가길 83, (상도동, 신우)",소매,기타판매업,통신판매,전자상거래업,상도3동,126.93457576995701,37.4961113912286
삼익명품세탁,"서울특별시 동작구 남부순환로255길 21, (사당동, 삼익그린뷰아파트)",생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,사당4동,126.96887328091499,37.477367489236606
범양냉동공조,"서울특별시 동작구 대방동27길 103, (대방동)",생활서비스,주택수리,배관난방보일러,배관 및 냉·난방 공사업,대방동,126.92419890093599,37.500513573483
우리,"서울특별시 동작구 대방동27길 53, (대방동, 대방참존타운)",생활서비스,이/미용/건강,여성미용실,두발미용업,대방동,126.924302801467,37.5027310954356
대인인스티튜트,"서울특별시 동작구 대방동2길 42, (대방동, 대방아파트)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.926878284379,37.502952751491996
대진침대,서울특별시 동작구 노량진로 139,소매,가구소매,일반가구소매,가구 소매업,노량진1동,126.941292212556,37.5138052824825
조은공인중개사사무소,"서울특별시 동작구 현충로 119, (흑석동, 명수대현대아파트)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,흑석동,126.966036835557,37.507618034040796
학림프리마학원,"서울특별시 동작구 대방동23길 45, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.92276974031999,37.503951558529394
백합주단,"서울특별시 동작구 대방동2길 42, (대방동, 대방아파트)",소매,의복의류,섬유/직물/주단,"기타 섬유, 직물 및 의복액세서리 소매업",대방동,126.926878284379,37.502952751491996
씨유뉴사당,"서울특별시 동작구 남부순환로 2061, (사당동)",소매,종합소매점,편의점,체인화 편의점,사당1동,126.977789174986,37.4768772982377
연세미디어교육개발원,"서울특별시 동작구 대방동13길 4-3, (대방동)",학문/교육,학원기타,학원(종합),일반 교과 학원,대방동,126.925133094773,37.5024052662494
에듀잉,"서울특별시 동작구 성대로6자길 19, (상도동)",학문/교육,학원기타,학원(종합),일반 교과 학원,상도3동,126.936982517799,37.493862429703604
나들목식당,"서울특별시 동작구 솔밭로 107, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당5동,126.96838466014799,37.485770051915004
김가네,"서울특별시 동작구 서달로14길 25, (흑석동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,흑석동,126.96440555827299,37.507801974104794
GS25사당위브점,"서울특별시 동작구 사당로13길 36, (사당동)",소매,종합소매점,편의점,체인화 편의점,사당3동,126.972083582447,37.485667134738705
CU,"서울특별시 동작구 현충로 92, (흑석동)",소매,종합소매점,편의점,체인화 편의점,흑석동,126.963994811679,37.5080596764593
학사부동산,"서울특별시 동작구 상도로 407, (상도동, 삼호아파트)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도1동,126.956219151234,37.4938087005055
콘서트,"서울특별시 동작구 동작대로7길 23, (사당동)",음식,양식,정통양식/경양식,서양식 음식점업,사당1동,126.98051301029498,37.479441806780706
중앙대학교학생식당,"서울특별시 동작구 흑석로 84, (흑석동)",음식,기타음식업,구내식당/자급식음식점,기관구내식당업,흑석동,126.953838046904,37.5047984647821
청운음식점,"서울특별시 동작구 상도로67길 32, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.95663278110001,37.494965699188
항방양육관,"서울특별시 동작구 동작대로27다길 26, (사당동, 이수프라자)",음식,한식,한식/백반/한정식,한식 음식점업,사당2동,126.980227395651,37.4863143843287
하이리빙,"서울특별시 동작구 상도로 249, (상도동)",소매,종합소매점,생활용품판매,그외 기타 종합 소매업,상도2동,126.94671273321899,37.504789206461204
유토피아,"서울특별시 동작구 노량진로 148-3, (노량진동)",음식,유흥주점,룸살롱/단란주점,일반유흥 주점업,노량진1동,126.942372525222,37.5134004795837
만복국수집숭실대역점,"서울특별시 동작구 상도로67길 21, (상도동)",음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,상도1동,126.956322067768,37.49453946076879
용의전설,"서울특별시 동작구 노량진로 118, (노량진동)",음식,한식,한식/백반/한정식,한식 음식점업,노량진2동,126.93910595209101,37.5132270166708
충북기름집,"서울특별시 동작구 장승배기로 123-3, (노량진동)",소매,음/식료품소매,반찬가게,기타 식료품 소매업,노량진2동,126.939690960951,37.5086549518278
장성사우나스낵,"서울특별시 동작구 장승배기로 113, (노량진동)",생활서비스,대중목욕탕/휴게,사우나/증기탕/온천,욕탕업,노량진2동,126.939316513769,37.5079397626185
곰,"서울특별시 동작구 동작대로 115, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당2동,126.981644631931,37.48686724114471
페스티벌앤쇼랜드,"서울특별시 동작구 상도로 380, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.954484634664,37.494928685865
바다회세꼬시,"서울특별시 동작구 동작대로1길 10-16, (사당동)",음식,일식/수산물,횟집,한식 음식점업,사당1동,126.98081668485901,37.4778946126032
중앙대학교창업센타식당,"서울특별시 동작구 흑석로 84, (흑석동)",음식,기타음식업,구내식당/자급식음식점,기관구내식당업,흑석동,126.953838046904,37.5047984647821
보영정육점,"서울특별시 동작구 장승배기로10길 28, (상도동)",소매,음/식료품소매,정육점,육류 소매업,상도2동,126.94061691270299,37.5047617243532
소문난순대,"서울특별시 동작구 동작대로29나길 9, (사당동)",음식,별식/퓨전요리,순대전문점,한식 음식점업,사당2동,126.98042425337299,37.4884696009842
대림수입,"서울특별시 동작구 여의대방로 250, (대방동)",소매,종합소매점,수입품판매점,그외 기타 종합 소매업,대방동,126.924499433972,37.5087338553304
케이미트구내식당삼주외식산업,"서울특별시 동작구 노들로2길 44, (노량진동)",음식,기타음식업,구내식당/자급식음식점,기관구내식당업,노량진2동,126.93469614175699,37.514701082389294
미소네,"서울특별시 동작구 동작대로7길 32, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당1동,126.980186753978,37.479321854058206
롯데쇼핑롯데수퍼,"서울특별시 동작구 상도로 147, (상도동)",소매,종합소매점,수퍼마켓,슈퍼마켓,상도3동,126.93578744790199,37.5031685103018
홍떡,"서울특별시 동작구 매봉로 163, (본동)",음식,제과제빵떡케익,떡/한과집,제과점업,노량진1동,126.951467435834,37.511751557936705
우림,"서울특별시 동작구 신대방길 52, (신대방동)",음식,한식,한식/백반/한정식,한식 음식점업,신대방1동,126.909911009911,37.488335587326105
새마을종합공사,"서울특별시 동작구 상도로 337, (상도동)",소매,철물/난방/건설자재소매,보일러/냉난방용품,철물 및 난방용구 소매업,상도1동,126.95212984810499,37.4983498323841
제일유리,"서울특별시 동작구 보라매로 83, 101동  (신대방동, 신대방아파트)",소매,페인트/유리제품소매,페인트/유리제품소매,"페인트, 유리 및 기타 건설자재 소매업",신대방2동,126.927136989573,37.496728863014205
코디씽크공장,"서울특별시 동작구 보라매로 86, (신대방동)",소매,가정/주방/인테리어,주방가구판매,가구 소매업,신대방2동,126.92806214584299,37.496881429399295
헤어핀,"서울특별시 동작구 동작대로 101, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당2동,126.98166101978501,37.485659970513204
한국아동신경발달연구소,"서울특별시 동작구 상도로 210, (상도동)",학문/교육,유아교육,유아교육기관기타,유아 교육기관,상도2동,126.942072186033,37.505027060546
이쌤수학과학,"서울특별시 동작구 상도로 54, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.926349545247,37.4995960510188
씨앤엘학원,"서울특별시 동작구 상도로 252, (상도동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,상도2동,126.946276881611,37.5044158893839
하이마트,"서울특별시 동작구 상도로 237, (상도동)",소매,가전제품소매,일반가전제품,가전제품 소매업,상도2동,126.945278571215,37.505434174520104
국위선양중앙기획,서울특별시 동작구 서달로7다길 4,생활서비스,광고/인쇄,간판제작종합,간판 및 광고물 제조업,흑석동,126.95930504448,37.503684403818
동남카센타,"서울특별시 동작구 서달로 128, (흑석동)",생활서비스,자동차/이륜차,자동차정비/카센타,,흑석동,126.96098311840099,37.5050147083127
정신웅변말더듬학원,"서울특별시 동작구 노량진로 256, (본동)",학문/교육,학원-예능취미체육,학원-웅변,그외 기타 분류안된 교육기관,노량진1동,126.955166150857,37.5125682461449
김희수포엠,"서울특별시 동작구 노량진로26길 33, (본동)",생활서비스,이/미용/건강,비만/피부관리,,노량진1동,126.955050402561,37.5111345560593
조광익스프레스,"서울특별시 동작구 사당로20나길 12, (사당동)",생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,사당4동,126.97499767261401,37.4817638596932
마산물산,"서울특별시 동작구 노들로 688, (노량진동)",소매,음/식료품소매,어물상,수산물 소매업,노량진1동,126.944510421835,37.5150054461214
성원익스프레스,서울특별시 동작구 동작대로45길 16,생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,사당2동,126.98183175332301,37.497239971656796
