상호명,도로명주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,경도,위도
도로시,"서울특별시 동작구 여의대방로54길 14, (대방동)",생활서비스,이/미용/건강,여성미용실,두발미용업,대방동,126.926727328685,37.5119167914576
에포르,"서울특별시 동작구 장승배기로 131, (노량진동)",소매,의복의류,여성의류전문점,,노량진2동,126.939987905117,37.509252308176606
하스헤어,"서울특별시 동작구 서달로 91, (흑석동, 흑석한강센트레빌2차)",생활서비스,이/미용/건강,여성미용실,두발미용업,흑석동,126.95897341495301,37.5031318414671
두리식당,"서울특별시 동작구 현충로 151, (흑석동, 한강현대아파트)",음식,한식,한식/백반/한정식,한식 음식점업,흑석동,126.970617005438,37.506018127451
경원오투독서실,"서울특별시 동작구 상도로47길 4, (상도동)",학문/교육,도서관/독서실,독서실,독서실 운영업,상도1동,126.951434873169,37.49952404038871
CU노량진삼익점,"서울특별시 동작구 만양로8길 69, (노량진동)",소매,종합소매점,편의점,체인화 편의점,노량진1동,126.94548066033998,37.510364709967796
엠코세탁소,"서울특별시 동작구 상도로 346-1, (상도동, 엠코타운센트럴파크)",생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,상도1동,126.949974980145,37.495555464729
TOP3HAIRSYSTEM,"서울특별시 동작구 국사봉2길 13, (신대방동)",생활서비스,이/미용/건강,여성미용실,두발미용업,신대방2동,126.92873787769399,37.4978697015612
미랑컬헤어역점,"서울특별시 동작구 성대로2길 5-1, (상도동)",생활서비스,이/미용/건강,여성미용실,두발미용업,상도3동,126.931881449048,37.4994840121068
송림타이루,"서울특별시 동작구 상도로 163, (상도동)",소매,철물/난방/건설자재소매,건축백화점,"페인트, 유리 및 기타 건설자재 소매업",상도2동,126.937279349891,37.504037937304794
사당생선,"서울특별시 동작구 사당로16길 17, (사당동)",소매,음/식료품소매,수산물소매,수산물 소매업,사당4동,126.973493276051,37.4826338311371
제너시스에프앤비스위트,"서울특별시 동작구 노량진로 138, (노량진동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,노량진1동,126.941176583494,37.513182523829705
여수수산,"서울특별시 동작구 성대로6마길 7, (상도동, 동서주택)",음식,일식/수산물,음식점-일식,일식 음식점업,상도3동,126.935126587324,37.495548697066795
유촌냉면,"서울특별시 동작구 사당로16바길 12, (사당동)",음식,한식,냉면집,한식 음식점업,사당4동,126.97168740437701,37.4815729050687
뉴스타공인중개사사무소,"서울특별시 동작구 대방동2길 40-5, B동  (대방동, 동서주택)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,대방동,126.927081191971,37.5029996470392
이수기타,"서울특별시 동작구 동작대로 107, (사당동)",소매,취미/오락관련소매,악기판매,악기 소매업,사당2동,126.981813557486,37.486084780462605
한성사,"서울특별시 동작구 동작대로9길 18, (사당동)",생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,사당1동,126.98049624041501,37.480676106724
네추럴하우스,"서울특별시 동작구 알마타길 58, (대방동, 현대홈타운2차)",소매,건강/미용식품,건강식품판매,건강보조식품 소매업,대방동,126.931131984309,37.510803394484704
상도갑오소곱창,"서울특별시 동작구 상도로 283-2, (상도1동)",음식,한식,곱창/양구이전문,한식 음식점업,상도1동,126.948817994653,37.5022579925931
함흥냉면,"서울특별시 동작구 성대로1길 3, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도4동,126.93256881901199,37.5004543466716
상도실내포장마차,"서울특별시 동작구 상도로 288, (상도1동)",음식,유흥주점,기타일반유흥주점,일반유흥 주점업,상도1동,126.94847362461,37.5018134136355
신가네부자족발,"서울특별시 동작구 만양로3길 30, (노량진동, 동양하이빌)",음식,한식,한식/백반/한정식,한식 음식점업,노량진1동,126.94526940003901,37.5084976553598
엠케이치킨,"서울특별시 동작구 성대로6사길 27-18, (상도동)",음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,상도3동,126.93844980851802,37.493262910387294
신데렐라미용실,"서울특별시 동작구 신대방길 95, (신대방동)",생활서비스,이/미용/건강,여성미용실,두발미용업,신대방1동,126.908985287201,37.4897867391875
타운부동산,"서울특별시 동작구 보라매로5가길 7, (신대방동, 캐릭터그린빌)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,신대방2동,126.925046471501,37.4918802399792
이디야커피,"서울특별시 동작구 동작대로 119, (사당동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,사당2동,126.98185443697201,37.4872384813782
라파헤어,"서울특별시 동작구 대방동2길 43, (대방동, 효주파크빌)",생활서비스,이/미용/건강,여성미용실,두발미용업,대방동,126.926847711858,37.50271820150579
주유소,"서울특별시 동작구 상도로24길 24, (상도동, 현대하이츠빌라)",음식,양식,정통양식/경양식,서양식 음식점업,상도2동,126.938558165114,37.503184429670206
종로할머니칼국수수,"서울특별시 동작구 동작대로27가길 39, (사당동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,사당2동,126.98117216802,37.4858539876501
이디야커피,"서울특별시 동작구 보라매로5가길 16, (신대방동, 보라매아카데미타워)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,신대방2동,126.924081971972,37.49132182012679
스토리카페,"서울특별시 동작구 사당로17길 52, (사당동, 대림)",소매,음/식료품소매,식료품점,기타 식료품 소매업,사당3동,126.97244646763399,37.488067092162105
스마일링플라워즈,"서울특별시 동작구 사당로14나길 9, (사당동)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,사당4동,126.96935090102501,37.4812822298887
제이슨상사,"서울특별시 동작구 사당로8길 39, (사당동)",음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,사당5동,126.968652059024,37.483591838438
엄영희미용타운,"서울특별시 동작구 사당로20나길 4, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당4동,126.975405898665,37.4816772952114
케이디제이이동통,"서울특별시 동작구 상도로 88, (상도동)",소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,상도3동,126.930545312139,37.4995980697476
수미헤어샵,"서울특별시 동작구 여의대방로22바길 62, (신대방동)",생활서비스,이/미용/건강,여성미용실,두발미용업,신대방2동,126.923483814105,37.4975426129798
하버드고시원,"서울특별시 동작구 만양로14라길 21-8, (노량진동)",학문/교육,도서관/독서실,독서실,독서실 운영업,노량진1동,126.946335254077,37.510723745058705
원투쓰리노래방,"서울특별시 동작구 여의대방로 126, (신대방동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,신대방2동,126.920900101553,37.497906489574596
꼬레벵,"서울특별시 동작구 상도로62길 45, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.952996819207,37.4961950000064
모코커피,"서울특별시 동작구 서달로 91, (흑석동, 흑석한강센트레빌2차)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,흑석동,126.95897341495301,37.5031318414671
커피팩토리쏘,"서울특별시 동작구 등용로14길 71, (노량진동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,노량진2동,126.935371414515,37.5125536708842
에스디다크샤신,"서울특별시 동작구 대방동길 12-19, (대방동, 종원빌라1동)",음식,양식,정통양식/경양식,서양식 음식점업,대방동,126.928001354374,37.501133823014
빚은르뽀미에보라매,"서울특별시 동작구 보라매로5가길 16, (신대방동, 보라매아카데미타워)",음식,제과제빵떡케익,떡전문,제과점업,신대방2동,126.924081971972,37.49132182012679
박승철헤어스튜디오,"서울특별시 동작구 만양로 11, (상도동)",생활서비스,이/미용/건강,여성미용실,두발미용업,상도2동,126.946890049111,37.5058540243579
경기자원,"서울특별시 동작구 상도로 28, (대방동)",소매,중고품소매/교환,재활용/고물수집,기타 중고상품 소매업,대방동,126.92358924349399,37.499652024741295
현대공인중개사,"서울특별시 동작구 흑석로 105, (흑석동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,흑석동,126.960919166712,37.507996618305796
고궁떡집방앗간,"서울특별시 동작구 동작대로7길 76, (사당동)",음식,제과제빵떡케익,떡전문,제과점업,사당1동,126.97841980730401,37.477891933824104
로드안경,"서울특별시 동작구 시흥대로 646, (신대방동)",소매,사진/광학/정밀기기소매,안경원,안경 소매업,신대방1동,126.907193344746,37.4893737158229
백악관,"서울특별시 동작구 성대로 5, (상도동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도4동,126.93230037525,37.5002446796015
상도생선,"서울특별시 동작구 상도로22길 44, (상도동)",음식,일식/수산물,음식점-일식,일식 음식점업,상도4동,126.93715730076799,37.5014778632389
여의도생고기,"서울특별시 동작구 사당로17길 17, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당3동,126.973769475623,37.483933747608205
큰손갈비,"서울특별시 동작구 장승배기로27길 7-1, (노량진동)",음식,한식,한식/백반/한정식,한식 음식점업,노량진2동,126.93953402020901,37.5117531444019
황금파마사지,"서울특별시 동작구 보라매로 92, (신대방동)",생활서비스,이/미용/건강,비만/피부관리,,신대방2동,126.92817790133101,37.4974861819015
단월드,"서울특별시 동작구 상도로 214, (상도동)",관광/여가/오락,요가/단전/마사지,단전호흡,그외 기타 스포츠시설 운영업,상도2동,126.942434958131,37.504967235722205
늘푸른마트,"서울특별시 동작구 여의대방로22길 74, (신대방동)",소매,종합소매점,수퍼마켓,슈퍼마켓,신대방2동,126.924058176436,37.4977100343515
바울성의사,"서울특별시 동작구 장승배기로 131, (노량진동)",소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,노량진2동,126.939987905117,37.509252308176606
제주생고기집,"서울특별시 동작구 등용로 110, (대방동)",음식,한식,한식/백반/한정식,한식 음식점업,대방동,126.932215786409,37.5109483542181
조은컴퓨터,"서울특별시 동작구 동작대로9길 47, (사당동)",소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",사당1동,126.97884628129499,37.4806168050343
사랑이네꼬꼬,"서울특별시 동작구 대방동길 51, (대방동)",음식,유흥주점,호프/맥주,기타 주점업,대방동,126.925536064481,37.5026972674276
남성반찬,"서울특별시 동작구 동작대로29길 12, (사당동)",소매,음/식료품소매,반찬가게,기타 식료품 소매업,사당2동,126.98135615518999,37.48812622901679
비비헤어,"서울특별시 동작구 서달로 153, (흑석동)",생활서비스,이/미용/건강,여성미용실,두발미용업,흑석동,126.961564096934,37.507164314388106
수도행정고시학원,"서울특별시 동작구 노량진로 166, (노량진동)",학문/교육,학원-자격/국가고시,학원/국가고시,기타 일반 교습학원,노량진1동,126.944759970272,37.5133497499129
제아미용실,"서울특별시 동작구 사당로2차길 27, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당5동,126.965921822575,37.487253278538496
코아리빙텔,"서울특별시 동작구 상도로47길 4, (상도동)",학문/교육,도서관/독서실,고시원,독서실 운영업,상도1동,126.951434873169,37.49952404038871
두부마을,"서울특별시 동작구 성대로11길 17, (상도동, 신양빌라)",음식,한식,한식/백반/한정식,한식 음식점업,상도4동,126.934713130114,37.4983832722271
권석영의미스터짱닭치킨신대방2호점,"서울특별시 동작구 신대방길 116, (신대방동)",음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,신대방1동,126.908295888599,37.4905372503771
보우앤파트너스미소야노량,"서울특별시 동작구 만양로 105, (노량진동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,노량진1동,126.94398655603001,37.5128472617661
미술로생각하기상도미술학원,"서울특별시 동작구 만양로3길 80, (노량진동)",학문/교육,학원기타,학원(종합),일반 교과 학원,노량진1동,126.94048067465799,37.5055984768333
양모닥불양꼬치,"서울특별시 동작구 여의대방로24길 141, (대방동)",음식,한식,곱창/양구이전문,한식 음식점업,대방동,126.927938970255,37.499168973192894
원명건설,"서울특별시 동작구 등용로 96, (대방동)",소매,철물/난방/건설자재소매,건축백화점,"페인트, 유리 및 기타 건설자재 소매업",대방동,126.932289532048,37.5097416187338
원탑학원,"서울특별시 동작구 여의대방로22길 88, (신대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,신대방2동,126.924815272799,37.497752969621295
명동헤어샵,"서울특별시 동작구 사당로2차길 42, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당5동,126.966279143897,37.48676082677039
까끌래뽀끌래,"서울특별시 동작구 신대방2길 3, (신대방동)",생활서비스,이/미용/건강,여성미용실,두발미용업,신대방1동,126.912631026873,37.4879101300618
비겐미즈미흑석센터,"서울특별시 동작구 서달로14길 44, (흑석동)",소매,의약/의료품소매,의료용품소매,의약품 및 의료용품 소매업,흑석동,126.965250780779,37.5072056784616
휴대폰아울렛,"서울특별시 동작구 상도로 204, (상도동)",소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,상도2동,126.941304076622,37.5049571052941
남성이발소,"서울특별시 동작구 사당로16가길 67, (사당동)",생활서비스,이/미용/건강,남성미용실,이용업,사당5동,126.969888758134,37.484107217461705
현대오일뱅크직영동작주유,"서울특별시 동작구 상도로 403, (상도동)",생활서비스,주유소/충전소,주유소,차량용 주유소 운영업,상도1동,126.956416262491,37.4934590321657
씨티부동산공인중개사사무소,"서울특별시 동작구 성대로 196, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도4동,126.940834819893,37.4997448398548
로얄무용,"서울특별시 동작구 상도로 233, (상도동)",학문/교육,학원-음악미술무용,학원-무용,예술 학원,상도2동,126.94479203499901,37.5054478501172
한빛요리기술학원,"서울특별시 동작구 노량진로 132, (노량진동)",학문/교육,학원-예능취미체육,학원-요리,기타 기술 및 직업훈련학원,노량진1동,126.940608788633,37.5133396208281
불로장생건강원,"서울특별시 동작구 장승배기로10길 7, (상도동)",소매,건강/미용식품,건강원,건강보조식품 소매업,상도2동,126.93960332794201,37.504455283816704
정캐터링숭실대학교제2생,"서울특별시 동작구 상도로 369, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.95514236447501,37.4964212381391
시윤집시헤어,"서울특별시 동작구 대방동19길 7, (대방동, 대경빌라)",생활서비스,이/미용/건강,여성미용실,두발미용업,대방동,126.92490221636999,37.5035204633026
에덴성물,"서울특별시 동작구 성대로21나길 26, (상도동, 이화아트빌라)",소매,종교용품판매,종교용품판매,그외 기타 분류안된 상품 전문 소매업,상도4동,126.93503654561701,37.5002964105771
미미헤어샵,"서울특별시 동작구 사당로16길 57, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당4동,126.972213746563,37.4811179475984
고운피부휴,"서울특별시 동작구 여의대방로 130-1, (대방동)",생활서비스,이/미용/건강,비만/피부관리,,대방동,126.920573111719,37.498624339892004
대방오토바이,"서울특별시 동작구 상도로 36, (대방동)",생활서비스,자동차/이륜차,오토바이판매/수리,,대방동,126.924494396321,37.4996242274387
솔루니,"서울특별시 동작구 노량진로 40, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.930252256485,37.5130029928614
손큰할매순대국,"서울특별시 동작구 동작대로1길 50, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당1동,126.978629916527,37.477407180768104
조이짐축구교실,"서울특별시 동작구 상도로 119, (상도동)",학문/교육,학문교육기타,운동/코치학교,그외 기타 스포츠 서비스업,상도3동,126.933142098521,37.5014957306501
동아모터사이클,"서울특별시 동작구 상도로 287, (상도1동)",생활서비스,자동차/이륜차,자전거판매/수리,,상도1동,126.949012637515,37.5020885252635
약수식품,"서울특별시 동작구 양녕로26길 10, (상도동)",소매,음/식료품소매,식료품점,기타 식료품 소매업,상도4동,126.94410509088101,37.498008060895295
개성시대,"서울특별시 동작구 대방동길 24, (대방동, 한신빌라)",생활서비스,이/미용/건강,여성미용실,두발미용업,대방동,126.92810928438101,37.5014952213976
상도고려왕족발보쌈애감자,"서울특별시 동작구 여의대방로24길 137, (대방동)",음식,한식,해장국/감자탕,한식 음식점업,대방동,126.92765537112801,37.4992294723946
노들회관,"서울특별시 동작구 노량진로 234, (본동)",음식,한식,한식/백반/한정식,한식 음식점업,노량진1동,126.951909877966,37.512467312391294
강은선헤어매직,"서울특별시 동작구 성대로 79, (상도동)",생활서비스,이/미용/건강,여성미용실,두발미용업,상도4동,126.93493642376998,37.4977905937476
헬스마일,"서울특별시 동작구 서달로 140, (흑석동)",소매,의약/의료품소매,의료용품소매,의약품 및 의료용품 소매업,흑석동,126.961208121333,37.5059177365386
송백떡샵,"서울특별시 동작구 동작대로29나길 28, (사당동)",음식,제과제빵떡케익,떡/한과집,제과점업,사당2동,126.98076447102,37.489229421329
네네치킨대방점,"서울특별시 동작구 노량진로 40, (대방동)",음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,대방동,126.930252256485,37.5130029928614
가장맛있는족발,"서울특별시 동작구 여의대방로24가길 31, (대방동)",음식,한식,한식/백반/한정식,한식 음식점업,대방동,126.920807619975,37.4996176344158
도레미노래방,"서울특별시 동작구 국사봉1나길 5, (상도동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,상도3동,126.935025923603,37.4946737722326
원앙리빙키친,"서울특별시 동작구 상도로 118, (상도동)",소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,상도4동,126.93326056461399,37.501118360458605
갈채경양식,"서울특별시 동작구 사당로 230, (사당동)",음식,유흥주점,호프/맥주,기타 주점업,사당4동,126.973052689653,37.4834319399297
송죽미용실,"서울특별시 동작구 대방동19길 7, (대방동, 대경빌라)",생활서비스,이/미용/건강,여성미용실,두발미용업,대방동,126.92490221636999,37.5035204633026
최강수학교습소,"서울특별시 동작구 사당로23길 175, (사당동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,사당3동,126.970883338881,37.489909654219396
동해참치,"서울특별시 동작구 노들로 688, (노량진동)",음식,한식,한식/백반/한정식,한식 음식점업,노량진1동,126.944510421835,37.5150054461214
동문한식,"서울특별시 동작구 대방동15길 3, (대방동)",음식,한식,한식/백반/한정식,한식 음식점업,대방동,126.925219041478,37.5027214147345
충무김밥,"서울특별시 동작구 사당로29가길 26, (사당동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,사당2동,126.979573967936,37.486137542163895
플로리스트이혜용,"서울특별시 동작구 여의대방로 126, (신대방동)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,신대방2동,126.920556591639,37.4982006967314
양지식당,"서울특별시 동작구 동작대로7길 43, (사당동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,사당1동,126.979775447783,37.478804702046794
카페제니,"서울특별시 동작구 만양로8길 50, (노량진동, 우성아파트)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,노량진1동,126.94685026686301,37.5102958354074
제이키친,"서울특별시 동작구 사당로26길 121, (사당동)",생활서비스,행사/이벤트,출장파티/연회대행,출장 음식 서비스업,사당1동,126.978039385054,37.4784292767094
전원일기,"서울특별시 동작구 동작대로25길 32, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당2동,126.98048384431999,37.4857489338723
미니헤어,"서울특별시 동작구 동작대로29나길 39, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당2동,126.98063214041099,37.4898139640953
명인지압안마원,"서울특별시 동작구 사당로 169, (사당동)",관광/여가/오락,요가/단전/마사지,안마시술소,마사지업,사당3동,126.96808775828899,37.4868036695609
에스쁘아헤어샵,"서울특별시 동작구 성대로1길 21, (상도동)",생활서비스,이/미용/건강,여성미용실,두발미용업,상도4동,126.934295413309,37.501515151781604
우리고시텔,"서울특별시 동작구 사당로 8, (상도동)",학문/교육,도서관/독서실,고시원,독서실 운영업,상도1동,126.955293492757,37.4953142829304
정파스타,"서울특별시 동작구 동작대로27가길 38, (사당동)",음식,양식,정통양식/경양식,서양식 음식점업,사당2동,126.98094543462099,37.4858970848424
우렁복쌈,"서울특별시 동작구 여의대방로22나길 4, (신대방동)",음식,한식,한식/백반/한정식,한식 음식점업,신대방2동,126.920522125273,37.497452512497794
남도쭈꾸미&아구찜,"서울특별시 동작구 상도로30길 22, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도2동,126.94199861861799,37.5046299405426
필름스테이션영화학원,"서울특별시 동작구 여의대방로22길 48, (신대방동)",학문/교육,학문교육기타,운동/코치학교,그외 기타 스포츠 서비스업,신대방2동,126.92257816846501,37.4976064401108
조선생영어보습학원,"서울특별시 동작구 여의대방로 198, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.922412310788,37.5044258530184
엄마의손맛,"서울특별시 동작구 노량진로8길 39, (노량진동)",음식,한식,한식/백반/한정식,한식 음식점업,노량진2동,126.93749755586201,37.5125818265016
조선생보습학원,"서울특별시 동작구 여의대방로 202, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.92253178576,37.5047693405537
삼거리슈퍼,서울특별시 동작구 동작대로35사길 3-1,소매,종합소매점,수퍼마켓,슈퍼마켓,사당2동,126.97916679196001,37.4927928061894
명분떡집,"서울특별시 동작구 사당로16가길 16, (사당동)",음식,제과제빵떡케익,떡전문,제과점업,사당4동,126.972537563508,37.4830670398511
나성헤어뱅크,"서울특별시 동작구 서달로14라길 3, (흑석동)",생활서비스,이/미용/건강,여성미용실,두발미용업,흑석동,126.963529410448,37.5073617857354
조개랑통골뱅이,"서울특별시 동작구 동작대로25길 20, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당2동,126.98091866138999,37.4862032121375
에스씨에프엔비이수역DI,"서울특별시 동작구 동작대로 135, (사당동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,사당2동,126.98195912114402,37.4886900795021
동해수산,"서울특별시 동작구 동작대로27길 20-7, (사당동)",음식,일식/수산물,음식점-일식,일식 음식점업,사당2동,126.980703565916,37.4878863265379
코리아세븐대방매실점,"서울특별시 동작구 대방동19길 7, (대방동, 대경빌라)",소매,종합소매점,편의점,체인화 편의점,대방동,126.92490221636999,37.5035204633026
경자네포차,"서울특별시 동작구 사당로13길 31, (사당동, 두산위브트레지움)",음식,유흥주점,호프/맥주,기타 주점업,사당3동,126.971201342791,37.485686487023294
압구정봉구비어역,"서울특별시 동작구 국사봉길 33, (상도동)",음식,유흥주점,호프/맥주,기타 주점업,상도3동,126.929698517804,37.497914451231104
수선나라,"서울특별시 동작구 상도로 323, (상도동)",생활서비스,개인/가정용품수리,옷수선,"신발, 의복 및 기타 가정용 직물제품 수리업",상도1동,126.95130182285801,37.4993336389044
남원추어탕,"서울특별시 동작구 동작대로31길 3, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당2동,126.981635146423,37.4883989502351
비전합주실,"서울특별시 동작구 사당로13길 20, (사당동)",소매,취미/오락관련소매,악기판매,악기 소매업,사당3동,126.972533524466,37.485013279871296
목우촌생고기,"서울특별시 동작구 만양로 19, (노량진동, 신동아리버파크)",음식,한식,갈비/삼겹살,한식 음식점업,노량진1동,126.94569681140301,37.5070597947164
우리피아노악기,"서울특별시 동작구 보라매로 73, (신대방동)",소매,취미/오락관련소매,악기판매,악기 소매업,신대방2동,126.927352767124,37.495874826847206
웅진독서실,"서울특별시 동작구 만양로18길 19, (노량진동)",학문/교육,도서관/독서실,독서실,독서실 운영업,노량진1동,126.945339700961,37.5131476871301
정아구찜,"서울특별시 동작구 사당로2가길 202, (사당동, 삼성그린)",음식,일식/수산물,아구전문,한식 음식점업,사당5동,126.965926536679,37.4860909621695
용구비어역점,"서울특별시 동작구 여의대방로24길 129, (대방동)",음식,유흥주점,호프/맥주,기타 주점업,대방동,126.92719020057501,37.4993333744333
수연헤어샵,"서울특별시 동작구 동작대로27길 49, (사당동)",생활서비스,이/미용/건강,여성미용실,두발미용업,사당2동,126.979493170755,37.4879209299581
농심코코이찌방야대학로,"서울특별시 동작구 여의대방로 112, (신대방동)",음식,양식,정통양식/경양식,서양식 음식점업,신대방2동,126.918077085476,37.4968264424621
미다래,서울특별시 동작구 상도로56길 30-14,음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.948731533657,37.4939044948108
빅컵,"서울특별시 동작구 상도로 362-1, (상도동)",음식,유흥주점,호프/맥주,기타 주점업,상도1동,126.95221058273899,37.504711955820206
모노헤어,"서울특별시 동작구 여의대방로22아길 17, (신대방동)",생활서비스,이/미용/건강,여성미용실,두발미용업,신대방2동,126.92442241128799,37.4967582407403
알뜰상회,"서울특별시 동작구 장승배기로19길 12, (노량진동)",소매,가방/신발/액세서리,양품점,"기타 섬유, 직물 및 의복액세서리 소매업",노량진2동,126.93928956078501,37.5082458766434
전복칼국수,"서울특별시 동작구 여의대방로24길 105, (대방동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,대방동,126.925779551479,37.4991223242899
명선,"서울특별시 동작구 신대방7길 1, (신대방동)",소매,음/식료품소매,육류소매,육류 소매업,신대방1동,126.910380583531,37.48792543717371
정통왕족발,"서울특별시 동작구 상도로47길 3, (상도1동)",음식,한식,족발/보쌈전문,한식 음식점업,상도1동,126.951183828228,37.499684000601604
개미수산,"서울특별시 동작구 노량진로 126, (노량진동)",음식,일식/수산물,음식점-일식,일식 음식점업,노량진2동,126.939661164408,37.5131599186057
블루클럽,"서울특별시 동작구 사당로16길 14, (사당동)",생활서비스,이/미용/건강,남성미용실,이용업,사당4동,126.97333142302799,37.482893730311396
꼬치BOX,"서울특별시 동작구 동작대로27가길 46-5, (사당동)",음식,유흥주점,호프/맥주,기타 주점업,사당2동,126.980668658454,37.485462191402604
사나포차,"서울특별시 동작구 노량진로 40, (대방동)",음식,유흥주점,호프/맥주,기타 주점업,대방동,126.930252256485,37.5130029928614
미스네일,"서울특별시 동작구 동작대로3길 22, (사당동)",생활서비스,이/미용/건강,발/네일케어,기타미용업,사당1동,126.98022148545401,37.4784301097408
칠성구이식당이수점,"서울특별시 동작구 동작대로25길 25, (사당동)",음식,한식,한식/백반/한정식,한식 음식점업,사당2동,126.98082119012899,37.4858870025589
인테리어우진,"서울특별시 동작구 여의대방로 28, (신대방동, 현대아파트)",소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,신대방1동,126.91167626950799,37.4952628970615
양풍,"서울특별시 동작구 노량진로 162, (노량진동)",음식,한식,한식/백반/한정식,한식 음식점업,노량진1동,126.94394488216899,37.513396527741605
동작해법영어교습소,"서울특별시 동작구 사당로23길 181, (사당동)",학문/교육,학원-어학,학원-외국어/어학,외국어학원,사당3동,126.970710153922,37.4901694506227
미미열쇠,"서울특별시 동작구 상도로 91, (상도동)",소매,철물/난방/건설자재소매,열쇠판매/수리,철물 및 난방용구 소매업,상도3동,126.93068627712499,37.500022838353
비어캐빈해군본부점,"서울특별시 동작구 여의대방로 188, (대방동)",음식,유흥주점,호프/맥주,기타 주점업,대방동,126.92192716677499,37.503556421537
sk텔레콤,"서울특별시 동작구 상도로 241, (상도동)",소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,상도2동,126.94561973887801,37.5053020631506
잉크리필뱅크,"서울특별시 동작구 여의대방로 250, (대방동)",소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",대방동,126.924499433972,37.5087338553304
오투원룸텔,"서울특별시 동작구 상도로 111, (상도동)",학문/교육,도서관/독서실,독서실,독서실 운영업,상도3동,126.932425297018,37.501002688830496
여성크로커다일사당점,"서울특별시 동작구 동작대로 69, (사당동)",소매,의복의류,맞춤양장/양장점,남녀용 정장 소매업,사당1동,126.98155452326401,37.4826765639326
트렘폴린방방,"서울특별시 동작구 상도로 317, (상도1동)",학문/교육,유아교육,실내놀이터-유아,보육시설 운영업,상도1동,126.95083025317301,37.49989711263329
머니마니화장품,"서울특별시 동작구 성대로 58-3, (상도동)",소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,상도3동,126.934014096006,37.4982327985121
